text,intent_label,clean_text
Does it cost anything to top up?,top_up_by_card_charge,cost anything top
Are there any charges for topping up a US-issued card?,top_up_by_card_charge,charge top usissued card
What fees to you have for top ups?,top_up_by_card_charge,fee top up
Is there a fee to top up a US card using a debit or credit card?,top_up_by_card_charge,fee top us card use debit credit card
Do I get charged if I top up with my European bank card?,top_up_by_card_charge,get charge top european bank card
How much is the charge to top up via credit card?,top_up_by_card_charge,much charge top via credit card
Are you going to charge me to top up my card?,top_up_by_card_charge,go charge top card
What do you charge to top up US cards?,top_up_by_card_charge,charge top us card
Are there top up charges for US cards?,top_up_by_card_charge,top charge us card
How much does it cost to top up a US-issued card?,top_up_by_card_charge,much cost top usissued card
Will you charge me for topping up with a European card?,top_up_by_card_charge,charge top european card
Do you charge a fee for adding money in USD?,top_up_by_card_charge,charge fee add money usd
Are there charges for using a bank card to top up,top_up_by_card_charge,charge use bank card top
Are there fees for using an international card to top up?,top_up_by_card_charge,fee use international card top
I topped off my card is that something you will charge me for?,top_up_by_card_charge,top card something charge
how should i add money to my card,top_up_by_card_charge,add money card
is it free to add money to my card,top_up_by_card_charge,free add money card
Will I be charged any fees if I want to add money with an international card?,top_up_by_card_charge,charge fee want add money international card
Can I top up for free using a European card?,top_up_by_card_charge,top free use european card
Is topping up free?,top_up_by_card_charge,top free
Is USD free to top up with a US card?,top_up_by_card_charge,usd free top us card
how much do you charge to top up US cards?,top_up_by_card_charge,much charge top us card
Is it free for top ups?,top_up_by_card_charge,free top up
what is the fee for topping up by card?,top_up_by_card_charge,fee top card
Is there a charge to use a Top up card in the US?,top_up_by_card_charge,charge use top card us
Will I get charged fees when I add money with an international card?,top_up_by_card_charge,get charge fee add money international card
Are there any charges for topping up my card?,top_up_by_card_charge,charge top card
Is there a top-up fee if you add money in USD?,top_up_by_card_charge,topup fee add money usd
Will I get charged for topping up with an international card?,top_up_by_card_charge,get charge top international card
how much for topping up by card?,top_up_by_card_charge,much top card
Is there a fee for topping off a US card?,top_up_by_card_charge,fee top us card
Do you charge a fee for topping up a card?,top_up_by_card_charge,charge fee top card
Do you have any card fees if I want to add money using an international card?,top_up_by_card_charge,card fee want add money use international card
What is the Top up rate charge for using a card in the US?,top_up_by_card_charge,top rate charge use card us
Is there a fee for topping up a card?,top_up_by_card_charge,fee top card
Will you charge me more if I use a European bank card for a top up?,top_up_by_card_charge,charge use european bank card top
Is there a fee when I add money to my international card?,top_up_by_card_charge,fee add money international card
Is there any fees for top ups?,top_up_by_card_charge,fee top up
Can I get information on topping up?,top_up_by_card_charge,get information top
Is there a fee for topping up by charge card?,top_up_by_card_charge,fee top charge card
Are there any charges for top ups?,top_up_by_card_charge,charge top up
What are the top-up fees for my card?,top_up_by_card_charge,topup fee card
Would I be charged any fees if I added money to my account using an international card?,top_up_by_card_charge,would charge fee add money account use international card
Where can i top my card for free?,top_up_by_card_charge,top card free
What top up charges are there for US cards?,top_up_by_card_charge,top charge us card
Is there a charge for using an European bank card for top up?,top_up_by_card_charge,charge use european bank card top
Will you charge an extra fee for top ups?,top_up_by_card_charge,charge extra fee top up
What do I need to know about topping up?,top_up_by_card_charge,need know top
Will it cost extra to add money to an international card?,top_up_by_card_charge,cost extra add money international card
What options do I have when topping up a US card?,top_up_by_card_charge,option top us card
Is there a charge for top-ups?,top_up_by_card_charge,charge topup
How much does it cost to us US cards?,top_up_by_card_charge,much cost we us card
I am worried about fees for top up cards?,top_up_by_card_charge,worried fee top card
Will I be charged a fee for topping up using a European card?,top_up_by_card_charge,charge fee top use european card
I need to know what charges I will incur for using a European card for top up.,top_up_by_card_charge,need know charge incur use european card top
"If I add money with an international card, are there any fees?",top_up_by_card_charge,add money international card fee
can I be charged for topping up by card,top_up_by_card_charge,charge top card
What fees are there for adding money using an international card,top_up_by_card_charge,fee add money use international card
What are the top up fees for using an European bank card?,top_up_by_card_charge,top fee use european bank card
Are there fees for adding money with an International card?,top_up_by_card_charge,fee add money international card
European bank card for top up will come with any extra fees?,top_up_by_card_charge,european bank card top come extra fee
Are there any fees if I want to add money using an international card?,top_up_by_card_charge,fee want add money use international card
"If I were to use a European bank card for a top up, will I incur a charge?",top_up_by_card_charge,use european bank card top incur charge
Will you charge me more if I top up with an international card?,top_up_by_card_charge,charge top international card
Will I be charged for adding money using an international card?,top_up_by_card_charge,charge add money use international card
How much is it to use my US debit or credit card to top up?,top_up_by_card_charge,much use us debit credit card top
Will there be extra charges regarding to adding money into my international card?,top_up_by_card_charge,extra charge regard add money international card
Will you assess me more fees if I top up with an international card?,top_up_by_card_charge,assess fee top international card
Is there a fee for adding funds with a credit card?,top_up_by_card_charge,fee add fund credit card
Will there be any fees for top ups?,top_up_by_card_charge,fee top up
"If US cards have a top up charge, what is it?",top_up_by_card_charge,we card top charge
What are the fees for using a European bank card?,top_up_by_card_charge,fee use european bank card
How much does top up fees cost?,top_up_by_card_charge,much top fee cost
"I want to add money to my international card, so are there any fees charged to do this?",top_up_by_card_charge,want add money international card fee charge
Please help me with my card.  It won't activate.,activate_my_card,please help card will not activate
I tired but an unable to activate my card.,activate_my_card,tired unable activate card
I want to start using my card.,activate_my_card,want start use card
How do I verify my new card?,activate_my_card,verify new card
I tried activating my plug-in and it didn't piece of work,activate_my_card,try activate plugin not piece work
How do i activate my card,activate_my_card,activate card
Can someone assist me with activating my card?,activate_my_card,someone assist activate card
My card needs to be activated.,activate_my_card,card need activate
I was unable to activate my card.,activate_my_card,unable activate card
Is my card ready for use or does it need activated and if so how?,activate_my_card,card ready use need activate
Help me activate my new card.,activate_my_card,help activate new card
Do I need a photo ID to activate a my new card?,activate_my_card,need photo activate new card
"I just got my new card, how do I activate it?",activate_my_card,get new card activate
Can I have my card activated?,activate_my_card,card activate
i cant seem to activate card,activate_my_card,can not seem activate card
It won't let me activate my card.,activate_my_card,will not let activate card
I tried activation my card and it didn't employment,activate_my_card,try activation card not employment
I want to use my card. How do I activate it?,activate_my_card,want use card activate
Activate my card,activate_my_card,activate card
Can I get some help activating my new card?,activate_my_card,get help activate new card
Is my card activated?,activate_my_card,card activate
I would like to activate my card.,activate_my_card,would like activate card
Can I call to get my card activated?,activate_my_card,call get card activate
How can I activate my new card? I didn't recieve any information with it about how to do so.,activate_my_card,activate new card not recieve information
How do I activate my new card I just got?,activate_my_card,activate new card get
will you be able to activate my card,activate_my_card,able activate card
Can I get some help to get me card activated?,activate_my_card,get help get card activate
I want to activate my new card.,activate_my_card,want activate new card
What would II do if I wanted to activate my new card,activate_my_card,would ii want activate new card
What needs to be done to activate and use a card?,activate_my_card,need do activate use card
Can I activate my card?,activate_my_card,activate card
I need assistance activating my card?,activate_my_card,need assistance activate card
I need assistance with activating my new card.,activate_my_card,need assistance activate new card
How do I get my card active?,activate_my_card,get card active
What do I have to do to activate my card?,activate_my_card,activate card
What is needed to activate my card?,activate_my_card,need activate card
How can my new card be activated?,activate_my_card,new card activate
Can you activate my card pls,activate_my_card,activate card pls
How do I turn on my new card?,activate_my_card,turn new card
Please assist me in activating the card.,activate_my_card,please assist activate card
Would you be so kind as to activate my card? Thanks,activate_my_card,would kind activate card thank
I tried activating my card and it doesn't work how do I solve this problem?,activate_my_card,try activate card not work solve problem
Can I activate my card with the app?,activate_my_card,activate card app
"I want to start using my card, how do I activate it?",activate_my_card,want start use card activate
What is the process to activate a card,activate_my_card,process activate card
"Hi, would you please activate my card?",activate_my_card,hi would please activate card
What do I need for activation of my card?,activate_my_card,need activation card
"How do I activate my card, so that I can start using it?",activate_my_card,activate card start use
I need my card activated.,activate_my_card,need card activate
I would like to be assisted with the activation of my card.,activate_my_card,would like assist activation card
I just received my card and I'd like to activate it.,activate_my_card,receive card like activate
can you assist me in activating my card?,activate_my_card,assist activate card
How do I activate my card to start using it?,activate_my_card,activate card start use
Instructions for activating card,activate_my_card,instruction activate card
What do I need to do for the card activation?,activate_my_card,need card activation
"I am unable to activate my card, it won't let me.",activate_my_card,unable activate card will not let
When are you going to activate my card?,activate_my_card,go activate card
I need to activate my card.,activate_my_card,need activate card
How can I activate my new card?,activate_my_card,activate new card
What do I do to activate?,activate_my_card,activate
What steps do I have to take to activate my card?,activate_my_card,step take activate card
"My new card just arrived, how can I activate it?",activate_my_card,new card arrive activate
I am having trouble activating my card.,activate_my_card,trouble activate card
My card is not able to be activated how do I get it to work?,activate_my_card,card able activate get work
I'm not able to activate my card how do I fix this problem?,activate_my_card,able activate card fix problem
I cannot activate my card.,activate_my_card,activate card
How can I activate the new card i got?,activate_my_card,activate new card get
how long should i wait ti activate my card,activate_my_card,long wait ti activate card
How do I activate a card?,activate_my_card,activate card
What is the procedure for activating this card?,activate_my_card,procedure activate card
My card needs to be activated asap,activate_my_card,card need activate asap
What is the most efficient way to activate my new card?,activate_my_card,efficient way activate new card
I couldn't complete card activation.,activate_my_card,could not complete card activation
Who do I call to activate my new card?,activate_my_card,call activate new card
"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",activate_my_card,activate card second go account hit activate follow direction
Tell me what I need to do to activate my card.,activate_my_card,tell need activate card
What is the process for activating a new card.,activate_my_card,process activate new card
My card activation is failing.,activate_my_card,card activation fail
"I need to activate my card, how is that done?",activate_my_card,need activate card do
I would like to activate my card what do I need to do?,activate_my_card,would like activate card need
I have my card now how do I activate it?,activate_my_card,card activate
How long does it take to activate my card?,activate_my_card,long take activate card
How do I activate my card so I can start using it?,activate_my_card,activate card start use
Explain the activation method for this card,activate_my_card,explain activation method card
Can someone assist me with activating my new card?,activate_my_card,someone assist activate new card
What is the process for activating my new card?,activate_my_card,process activate new card
I would like to have assistance with activating my card.,activate_my_card,would like assistance activate card
Tell me how to renew my new card?,activate_my_card,tell renew new card
My new card came in.  How do I activate?,activate_my_card,new card come activate
How do I active this card?,activate_my_card,active card
what are the steps to activate my card?,activate_my_card,step activate card
I have a new card and need to activate it,activate_my_card,new card need activate
I would like to get help from someone in your customer service department with assisting me with activating my card.,activate_my_card,would like get help someone customer service department assist activate card
What are the steps that I need to take to activate a new card?,activate_my_card,step need take activate new card
I tried activating my card and it didn't work,activate_my_card,try activate card not work
I need my card to be activated right now.,activate_my_card,need card activate right
What information do I need to gather in order to activate my card?,activate_my_card,information need gather order activate card
what do i need to have with me to activate card,activate_my_card,need activate card
What am I going to need in order to activate my card?,activate_my_card,go need order activate card
Show me how to activate my card,activate_my_card,show activate card
I need more assistance with how to activate my card.,activate_my_card,need assistance activate card
Can you tell me how I go about activating a new card?,activate_my_card,tell go activate new card
My new card needs activating.,activate_my_card,new card need activate
Where do I activate my card?,activate_my_card,activate card
Do you know the process how to activate my card?,activate_my_card,know process activate card
How can i make my card active?,activate_my_card,make card active
Please help me with the activation of the new card.,activate_my_card,please help activation new card
Can you help me activate my card,activate_my_card,help activate card
My card activation attempt failed.,activate_my_card,card activation attempt fail
"I just got a new card, and I want to know how to activate.",activate_my_card,get new card want know activate
Would it be possible to activate my card?,activate_my_card,would possible activate card
Card activation steps,activate_my_card,card activation step
What is the process for activating my card and using it?,activate_my_card,process activate card use
I have a new card and I need to activate it.,activate_my_card,new card need activate
Do I have to go somewhere to activate my card?,activate_my_card,go somewhere activate card
What do I do to activate my new card?,activate_my_card,activate new card
I just got a new card how do I get it to start working?,activate_my_card,get new card get start work
I need assistance to activate the card on my account.,activate_my_card,need assistance activate card account
I can't activate my card?,activate_my_card,can not activate card
"My new card is here, what's the process for activating it?",activate_my_card,new card process activate
Where can I activate my card?,activate_my_card,activate card
How can I switch on my new card?,activate_my_card,switch new card
"With my new card, how may I activate it?",activate_my_card,new card may activate
Help me activate my card.,activate_my_card,help activate card
"How long does it take to activate the card, as it does not look like its working?",activate_my_card,long take activate card look like working
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",activate_my_card,second go account hit activate follow direction
Card activation is not working. What do i do?,activate_my_card,card activation work
What identification is required to activate my card?,activate_my_card,identification require activate card
I need to do a card activation.,activate_my_card,need card activation
"I want to activate my card, how do I do it?",activate_my_card,want activate card
I want to activate the card.,activate_my_card,want activate card
I am planning activating my card was it possible?,activate_my_card,plan activate card possible
The activation process for my card isn't working.,activate_my_card,activation process card not work
Could you please tell me how to activate my new card?,activate_my_card,could please tell activate new card
I need to actuate my card.,activate_my_card,need actuate card
I need info on activating my card?,activate_my_card,need info activate card
I would like my card activated.,activate_my_card,would like card activate
How can I make my card ready to use?,activate_my_card,make card ready use
Can I use my new card?,activate_my_card,use new card
What steps do I have to go through in order to activate my new card?,activate_my_card,step go order activate new card
I have a new card. How do I activate it?,activate_my_card,new card activate
"The activation process did not work, please help?",activate_my_card,activation process work please help
I just got my card and cannot get it to work.,activate_my_card,get card get work
"Just received my replacement card, what steps do i need to take to activate it?",activate_my_card,receive replacement card step need take activate
"I want to use my card, how would I activate it?",activate_my_card,want use card would activate
How do I activate my new card,activate_my_card,activate new card
"What are the steps to activate the card, as it does not seem to work?",activate_my_card,step activate card seem work
I just got my new card.  How can I activate it?,activate_my_card,get new card activate
Please assist me with activation.,activate_my_card,please assist activation
Where do I go to activate my card?,activate_my_card,go activate card
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",activate_my_card,account hit activate follow instruction activate second
Is my new card activated?,activate_my_card,new card activate
Help my activate my card.,activate_my_card,help activate card
i cannot seem to activate card,activate_my_card,seem activate card
What do I need to do in order to use my card I just got?,activate_my_card,need order use card get
"My new card has arrived, what's the activation procedure?",activate_my_card,new card arrive activation procedure
How can my new card be renewed?,activate_my_card,new card renew
What is the proper way to activate a card?,activate_my_card,proper way activate card
How do I activate my card that just arrived?,activate_my_card,activate card arrive
Why is there a charge when I took out money?,cash_withdrawal_charge,charge take money
Why have I been charged a fee for cash withdrawal?,cash_withdrawal_charge,charge fee cash withdrawal
I made a cash withdrawl and there is a charge.  What is this?,cash_withdrawal_charge,make cash withdrawl charge
I am inquiring about why there was an extra fee charged when I used an ATM.,cash_withdrawal_charge,inquire extra fee charge use atm
Why am I being charged extra when I withdrew money?,cash_withdrawal_charge,charge extra withdraw money
Why am I charged to get money from the ATM?,cash_withdrawal_charge,charge get money atm
I saw I was charged extra for money I withdrew?,cash_withdrawal_charge,see charge extra money withdraw
Is there an extra fee for using an ATM?,cash_withdrawal_charge,extra fee use atm
Why did they take more money out then I withdrawed?,cash_withdrawal_charge,take money withdraw
I withdrew cash and was charged,cash_withdrawal_charge,withdraw cash charge
why has a cash withdrawal charged me?,cash_withdrawal_charge,cash withdrawal charge
I was charged for getting cash.,cash_withdrawal_charge,charge get cash
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",cash_withdrawal_charge,hello question concern unfamiliar fee notice account see guy charge atm withdrawal never notice fee please explain
Why am I charged a fee for withdrawing cash?,cash_withdrawal_charge,charge fee withdraw cash
Why was there a fee for my cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
I don't understand why I was charged extra for withdrawing money?,cash_withdrawal_charge,not understand charge extra withdraw money
I made a transaction at an atm and was charged extra for it.,cash_withdrawal_charge,make transaction atm charge extra
"I was charged extra when I made a cash withdraw, why?",cash_withdrawal_charge,charge extra make cash withdraw
Why was I charged for cash withdrawal?,cash_withdrawal_charge,charge cash withdrawal
Why was there a fee on my cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
Why was I charged for a cash withdrawal at the ATM?,cash_withdrawal_charge,charge cash withdrawal atm
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,cash_withdrawal_charge,since charge make withdrawal always do free much
WHY IS THERE AN EXTRA FEE FOR USING THE ATM??!!!,cash_withdrawal_charge,extra fee use atm
Is the fee with my cash withdrawal a mistake?,cash_withdrawal_charge,fee cash withdrawal mistake
Why did using an ATM cause me to have an extra fee charged?,cash_withdrawal_charge,use atm cause extra fee charge
"Why am I being charged for ATM cash withdrawals? The only reason I use it is because it's been free! Now you expect me to pay for them, and how much is that going to cost me?",cash_withdrawal_charge,charge atm cash withdrawal reason use free expect pay much go cost
Why was my account assessed a fee for an ATM transaction?,cash_withdrawal_charge,account assess fee atm transaction
Why am I being charged for ATM fees?,cash_withdrawal_charge,charge atm fee
Why have I been charged for pulling cash out of my own account?,cash_withdrawal_charge,charge pull cash account
Why was i charged for making a withdrawal? After i went grocery shopping i withdrew some money from my account and now there is another charge.,cash_withdrawal_charge,charge make withdrawal go grocery shopping withdraw money account another charge
Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.,cash_withdrawal_charge,charge make withdrawal take money account early charge
"So, I was just charged for my recent ATM withdrawal and any withdrawal prior to this has been free. What is the issue here?",cash_withdrawal_charge,charge recent atm withdrawal withdrawal prior free issue
Why was I charged an extra fee when using an ATM?,cash_withdrawal_charge,charge extra fee use atm
When I got cash I was charged an extra fee!  Explain!,cash_withdrawal_charge,get cash charge extra fee explain
"I am not supposed to be charged a cash withdrawal fee, but I was.",cash_withdrawal_charge,suppose charge cash withdrawal fee
I have a question about fee for cash withdraw.,cash_withdrawal_charge,question fee cash withdraw
Could you explain your rules for ATM fees?,cash_withdrawal_charge,could explain rule atm fee
How do I avoid a fee to use an ATM?,cash_withdrawal_charge,avoid fee use atm
How much can I withdrawal in one month without incurring fees?,cash_withdrawal_charge,much withdrawal one month without incur fee
Am I charged more for using the ATM?,cash_withdrawal_charge,charge use atm
"I just pulled money out of the ATM and was charged a fee, WHy?",cash_withdrawal_charge,pull money atm charge fee
Why was I charged for withdrawing cash?,cash_withdrawal_charge,charge withdraw cash
"When I withdrew my money, why was there an extra charge?",cash_withdrawal_charge,withdraw money extra charge
I took out money and there is a fee.  Why?,cash_withdrawal_charge,take money fee
Is there a cash withdrawal fee? Because I just got charged?,cash_withdrawal_charge,cash withdrawal fee get charge
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",cash_withdrawal_charge,hello want get information atm withdraw fee withdraw money year notice charge account always think fee since guy atm company withdraw please explain
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,cash_withdrawal_charge,much money withdraw fee notice fee card not think hit limit much could withdraw month
"This is not right, I was told I could take out cash at the ATM for free?",cash_withdrawal_charge,right tell could take cash atm free
How come I got to pay to get my money from the ATM?,cash_withdrawal_charge,come get pay get money atm
"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",cash_withdrawal_charge,see charge cash withdrawal make atm withdrawal always free past suddenly charge go cost
"Why are you charging for cash withdrawals? I went to withdraw some money earlier today after getting my groceries, and it appears there is a fee that wasn't there before",cash_withdrawal_charge,charge cash withdrawal go withdraw money early today get grocery appear fee not
What's up with the fee for getting cash?,cash_withdrawal_charge,fee get cash
"I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this?",cash_withdrawal_charge,tell withdraw cash atm free charge fee
Why are fees charged for cash withdrawals? I went to withdraw some money earlier today after shopping. There's a new fee that there.,cash_withdrawal_charge,fee charge cash withdrawal go withdraw money early today shop new fee
"When I withdrew money from my account the other day, I noticed that there was a fee.  I didn't think that there were any fees for withdrawals...?  How much will I be charged?",cash_withdrawal_charge,withdraw money account day notice fee not think fee withdrawal much charge
I thought it was free to make a withdrawal. So how much does it cost now?,cash_withdrawal_charge,think free make withdrawal much cost
I just had a look at my statement. Why have I been changed for using the ATM?,cash_withdrawal_charge,look statement change use atm
Why are you charging me for ATM withdrawal? It has always been free before.,cash_withdrawal_charge,charge atm withdrawal always free
Is there a reason I was charged an extra fee for using the ATM?,cash_withdrawal_charge,reason charge extra fee use atm
There was an extra fee when I was at the ATM.  Why?,cash_withdrawal_charge,extra fee atm
"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge,hate atm charge extra fee charge
Why is it I am charged an extra fee when I use the ATM?,cash_withdrawal_charge,charge extra fee use atm
What's up with the extra fee I got?,cash_withdrawal_charge,extra fee get
Tell me why there is a charge on my cash withdrawl.,cash_withdrawal_charge,tell charge cash withdrawl
Why was I charged for getting cash?,cash_withdrawal_charge,charge get cash
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,cash_withdrawal_charge,charge make cash withdrawal think suppose free
I should not have been charged a fee for cash withdrawal.,cash_withdrawal_charge,charge fee cash withdrawal
I got charged a fee that shouldn't be there from my cash,cash_withdrawal_charge,get charge fee not cash
I was charged a fee for withdrawing cash.,cash_withdrawal_charge,charge fee withdraw cash
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",cash_withdrawal_charge,want get cash atm use card not want charge fee take money fee recently get charge
"I got this stupid fee after taking cash out, why?",cash_withdrawal_charge,get stupid fee take cash
"I was charged for a cash withdrawal, why?",cash_withdrawal_charge,charge cash withdrawal
I got cash and was charged a fee that shouldn't be there!,cash_withdrawal_charge,get cash charge fee not
Please help!  There was an extra fee when I got cash.,cash_withdrawal_charge,please help extra fee get cash
Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,cash_withdrawal_charge,sudden charge atm withdrawal think withdrawal free first time ever problem
Can you tell me why I was charged to withdraw cash?,cash_withdrawal_charge,tell charge withdraw cash
Why was I charged a fee when I withdrew money?,cash_withdrawal_charge,charge fee withdraw money
How come my cash withdrawal came with an unnecessary fee?!,cash_withdrawal_charge,come cash withdrawal come unnecessary fee
A percentage fee was charged to my withdrawal.,cash_withdrawal_charge,percentage fee charge withdrawal
Will I be charged for a cash withdrawal?,cash_withdrawal_charge,charge cash withdrawal
Explain the extra ATM fees.,cash_withdrawal_charge,explain extra atm fee
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",cash_withdrawal_charge,take cash cash machine heathrow airport want buy new sunglass holiday add fee withdrawal
The bank charged me fees for withdrawing cash!,cash_withdrawal_charge,bank charge fee withdraw cash
Why am I charged a fee for getting cash?,cash_withdrawal_charge,charge fee get cash
I used an ATM and wanted to know why I was charged an extra fee.,cash_withdrawal_charge,use atm want know charge extra fee
Is there a fee for a cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
"I was charged a fee when withdrawing cash, can you explain why?",cash_withdrawal_charge,charge fee withdraw cash explain
"I received a fee for obtaining cash, is this correct?",cash_withdrawal_charge,receive fee obtain cash correct
Today I noticed a charge for an ATM withdrawal on my account. Can you please fix this? It's supposed to be no charge.,cash_withdrawal_charge,today notice charge atm withdrawal account please fix suppose charge
Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,cash_withdrawal_charge,charge fee cash withdrawal go withdraw money early today buy grocery fee not
Is there a charge for cash withdrawals? I always thought it was free.,cash_withdrawal_charge,charge cash withdrawal always think free
Tell me why there is an extra charge when I used an ATM?,cash_withdrawal_charge,tell extra charge use atm
Why did you charge me extra for withdrawing money?,cash_withdrawal_charge,charge extra withdraw money
Is there always a charge when withdrawing money?,cash_withdrawal_charge,always charge withdraw money
I have a fee for cash withdrawal,cash_withdrawal_charge,fee cash withdrawal
Make me understand why I am charged an extra fee when I use the ATM.,cash_withdrawal_charge,make understand charge extra fee use atm
Why am I being charge a fee when using an ATM?,cash_withdrawal_charge,charge fee use atm
I was under the impression ATM cash withdrawals were free. Why was I suddenly charged for my most recent ATM transaction?,cash_withdrawal_charge,impression atm cash withdrawal free suddenly charge recent atm transaction
I didn't realize that there were any fees for withdrawing money from my account--this has never happened to me before.  What exactly are the fees?,cash_withdrawal_charge,not realize fee withdraw money accountthis never happen exactly fee
Are there ATM fees?,cash_withdrawal_charge,atm fee
"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",cash_withdrawal_charge,charge cash withdrawal want get hand money appear charge pleasure never get high street bank
"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",cash_withdrawal_charge,fee get cash atm limit take fee
Why was there a fee when I pulled cash?,cash_withdrawal_charge,fee pull cash
"The ATM charged me an extra fee, Why?",cash_withdrawal_charge,atm charge extra fee
Why am I being charged for withdrawing cash but haven't in the past?,cash_withdrawal_charge,charge withdraw cash not past
Why did I get a fee for getting cash?,cash_withdrawal_charge,get fee get cash
I have been charged a fee for getting cash,cash_withdrawal_charge,charge fee get cash
Why did I get charged when getting cash?,cash_withdrawal_charge,get charge get cash
I made a cash withdrawal and was charged a fee incorrectly can you help with this?,cash_withdrawal_charge,make cash withdrawal charge fee incorrectly help
I got charged fees for withdrawing cash!,cash_withdrawal_charge,get charge fee withdraw cash
Since when were there charges for taking out cash from my account? It's always been free for me to do this before.  How much are the charges going to be?,cash_withdrawal_charge,since charge take cash account always free much charge go
There was an unexpected fee for my cash withdrawal!,cash_withdrawal_charge,unexpected fee cash withdrawal
There was an extra fee on my account when I got cash.,cash_withdrawal_charge,extra fee account get cash
"While getting cash, I was charged a fee.",cash_withdrawal_charge,get cash charge fee
Why did I get charged for a withdrawal?,cash_withdrawal_charge,get charge withdrawal
How come I got charged extra for withdrawing cash?,cash_withdrawal_charge,come get charge extra withdraw cash
Why am I being charged for getting cash?,cash_withdrawal_charge,charge get cash
Why do I see extra charges for withdrawing my money?,cash_withdrawal_charge,see extra charge withdraw money
Anytime I've made an ATM withdrawal before it has always been free. I now say that I have been charged for my most recent ATM withdrawal. What's going on here?,cash_withdrawal_charge,anytime make atm withdrawal always free say charge recent atm withdrawal go
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,cash_withdrawal_charge,go recently charge atm withdrawal never see charge always free
I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,cash_withdrawal_charge,see fee receipt withdraw money shop early suppose fee type transaction
Why was I charged an extra fee from the ATM?,cash_withdrawal_charge,charge extra fee atm
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge,extra fee cash withdrawal cool
Why am I being charged certain fees? I noticed a fee after I withdrew some money for groceries earlier today.,cash_withdrawal_charge,charge certain fee notice fee withdraw money grocery early today
Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?,cash_withdrawal_charge,start charge cash withdrawal always think free notice fee much fee
Can you tell me why I was charged extra when I withdrew money?,cash_withdrawal_charge,tell charge extra withdraw money
"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",cash_withdrawal_charge,seem suddenly charge recent atm cash withdrawal though withdrawal free never charge far
I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now?,cash_withdrawal_charge,believe charge make withdrawal go grocery shopping guy charge
Why was I charged when taking out money?,cash_withdrawal_charge,charge take money
is there a charge on withdrawals?,cash_withdrawal_charge,charge withdrawal
Are there charges for cash withdrawals?,cash_withdrawal_charge,charge cash withdrawal
Do I get charged for withdrawals?,cash_withdrawal_charge,get charge withdrawal
I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,cash_withdrawal_charge,recently charge withdraw money bank atm possible not charge use
Why did I get charged for withdrawing cash?,cash_withdrawal_charge,get charge withdraw cash
When did you start charging to make a withdrawal? How much is it now? I always thought it was free.,cash_withdrawal_charge,start charge make withdrawal much always think free
What was the extra charge for withdrawing money?,cash_withdrawal_charge,extra charge withdraw money
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,cash_withdrawal_charge,charge fee cash withdrawal not charge
Why is there a fee for cash withdrawal?,cash_withdrawal_charge,fee cash withdrawal
Why did using an ATM cause me to be charged an additional fee?,cash_withdrawal_charge,use atm cause charge additional fee
Why did I get a fee from the ATM?,cash_withdrawal_charge,get fee atm
to cash withdrawals charge me?,cash_withdrawal_charge,cash withdrawal charge
