text,label,label_text,clean_text
Why is there an extra €1 fee in my statement?,34,extra_charge_on_statement,extra fee statement
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",34,extra_charge_on_statement,extra charge account not authorise
What is the dollar that I have pending on my statement there?,34,extra_charge_on_statement,dollar pende statement
"I see an extra $1  charge on my statement, why is this?",34,extra_charge_on_statement,see extra charge statement
Can you please explain to me why there is an extra €1 fee in my statement?,34,extra_charge_on_statement,please explain extra fee statement
"There is an unexplained $1 charge on my statement, can you please explain this to me?",34,extra_charge_on_statement,unexplained charge statement please explain
How can I find out about an extra fee on my statement?,34,extra_charge_on_statement,find extra fee statement
"Hello, I see that I have been charged an extra $1 on my app.  Could you please provide me with a reason for this charge?",34,extra_charge_on_statement,hello see charge extra app could please provide reason charge
"In my statement, there was an extra €1 fee",34,extra_charge_on_statement,statement extra fee
Is there a reason there's an extra fee on my statement?,34,extra_charge_on_statement,reason extra fee statement
What is this extra fee on my statement.,34,extra_charge_on_statement,extra fee statement
What does the €1 fee mean?,34,extra_charge_on_statement,fee mean
"There's a €1 fee on my statement, why?",34,extra_charge_on_statement,fee statement
Why was I charged an additional $1?,34,extra_charge_on_statement,charge additional
I checked my statement and am being charged one pound. Where did this charge come from?,34,extra_charge_on_statement,check statement charge one pound charge come
I do not know why I was charged for the $1 transaction.,34,extra_charge_on_statement,know charge transaction
I wanted to know about a pending dollar that is on my statement.,34,extra_charge_on_statement,want know pende dollar statement
"I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as ""pending"", it never changes, and now I'm thinking someone's hacked my account!",34,extra_charge_on_statement,pretty frustrated pound charge keep show account statement list app pende never change think someone hack account
How come there is a $1 extra charge on my statement?,34,extra_charge_on_statement,come extra charge statement
I was charged an extra pound.,34,extra_charge_on_statement,charge extra pound
There is a charge for an additional pound.,34,extra_charge_on_statement,charge additional pound
There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,34,extra_charge_on_statement,strange charge appear pende statement cause not purchase anything pound
I need to know what these extra charges are on my statement?,34,extra_charge_on_statement,need know extra charge statement
How come there is an extra fee on my statement?,34,extra_charge_on_statement,come extra fee statement
Why is there an extra charge of 1 dollar on my statement?,34,extra_charge_on_statement,extra charge dollar statement
"I checked my statement and saw a charge of one pound, where is this charge coming from?",34,extra_charge_on_statement,check statement see charge one pound charge come
I don't understand why there is an extra €1 fee in my statement.,34,extra_charge_on_statement,not understand extra fee statement
Why was I charged extra on my app?,34,extra_charge_on_statement,charge extra app
Why was my account assessed a fee?,34,extra_charge_on_statement,account assess fee
There is an extra 1£ charge on my app. Why did you charge me extra?,34,extra_charge_on_statement,extra charge app charge extra
Why i'm I being charged an extra pound,34,extra_charge_on_statement,charge extra pound
The $1.00 has still not been reverted as indicated in the previous email.,34,extra_charge_on_statement,still revert indicate previous email
My statement shows and extra 1$ that was charged to it and I would like to know why.,34,extra_charge_on_statement,statement show extra charge would like know
"There is an extra $1 charge on my statement, why is that?",34,extra_charge_on_statement,extra charge statement
Is the 1 pound charge going to be reimbursed on my card?,34,extra_charge_on_statement,pound charge go reimburse card
I  see an extra 1£ charge on my app. Why did It charge me extra?,34,extra_charge_on_statement,see extra charge app charge extra
Why is there a fee added to my statement?,34,extra_charge_on_statement,fee add statement
Why would there be an extra charge on my app?,34,extra_charge_on_statement,would extra charge app
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,34,extra_charge_on_statement,charge statement think buy anything cost go
Why does my transaction have an added fee?,34,extra_charge_on_statement,transaction add fee
There is  an extra 1£ charge on my app. Why did it charge me extra?,34,extra_charge_on_statement,extra charge app charge extra
Why is there an additional fee showing on the statement I received?,34,extra_charge_on_statement,additional fee showing statement receive
How come I was charged a transaction of $1?,34,extra_charge_on_statement,come charge transaction
Please explain the charge of 1L in error.  I have purchased nothing in this amount.,34,extra_charge_on_statement,please explain charge error purchase nothing amount
Where did the  €1 fee in my statement come from,34,extra_charge_on_statement,fee statement come
What is this random charge of one pound doing on my account?,34,extra_charge_on_statement,random charge one pound account
I had to pay one pound more than the set price!,34,extra_charge_on_statement,pay one pound set price
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,34,extra_charge_on_statement,statement show extra charge unsure explanation
Do I have a $1 extra fee on the statement?,34,extra_charge_on_statement,extra fee statement
Why is it showing that my account has been charged a dollar that is showing as pending?,34,extra_charge_on_statement,show account charge dollar show pende
"I do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",34,extra_charge_on_statement,understand pende charge statement recall make transaction please tell
My statement shows an extra fee - what is it?,34,extra_charge_on_statement,statement show extra fee
What is this €1 charge?,34,extra_charge_on_statement,charge
How long will the $1 charge show as pending?,34,extra_charge_on_statement,long charge show pende
I've been charged an extra £1 and I don't know what it's for,34,extra_charge_on_statement,charge extra not know
I was overcharged an additional pound.,34,extra_charge_on_statement,overcharge additional pound
I've been charged an extra £1 and I don't know why,34,extra_charge_on_statement,charge extra not know
My statement is showing I was Charged a dollar and I am not sure why.,34,extra_charge_on_statement,statement show charge dollar sure
Why is there a €1 charge on my statement?,34,extra_charge_on_statement,charge statement
An extra fee of €1 was in my statement,34,extra_charge_on_statement,extra fee statement
I would like to know why a withdraw I made for some cash shows up as pending.,46,pending_cash_withdrawal,would like know withdraw make cash show pende
Why is my cash withdrawal still showing as pending?,46,pending_cash_withdrawal,cash withdrawal still show pende
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",46,pending_cash_withdrawal,cash already account still show pende account still pende
I tried to get cash out of the ATM but it is taking too long,46,pending_cash_withdrawal,try get cash atm take long
Why is the cash withdrawal under pending?,46,pending_cash_withdrawal,cash withdrawal pende
What does it mean if my cash withdrawal does not show up properly?,46,pending_cash_withdrawal,mean cash withdrawal show properly
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",46,pending_cash_withdrawal,hello pending transaction account due atm machine not work case transaction go long get money back
Why is my ATM withdrawal still pending?,46,pending_cash_withdrawal,atm withdrawal still pende
Is the cash withdrawal going to show?,46,pending_cash_withdrawal,cash withdrawal go show
"Cash withdrawal has been pending, why is it so?",46,pending_cash_withdrawal,cash withdrawal pende
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,46,pending_cash_withdrawal,account show pende receive cash atm early still pende get cash already
How long does it take to verify a cash withdraw?,46,pending_cash_withdrawal,long take verify cash withdraw
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",46,pending_cash_withdrawal,transaction cash pull atm early pende app already cash
Why has my withdrawal not posted?,46,pending_cash_withdrawal,withdrawal post
"When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM",46,pending_cash_withdrawal,use one atms city centre today try take money whatever reason machine decline card check account amount still show pende way cancel transaction receive money whatsoever atm
Why is the cash withdraw I made shown as pending?,46,pending_cash_withdrawal,cash withdraw make show pende
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",46,pending_cash_withdrawal,hello look account see transaction try pende complete transaction atm machine decline card make sure transaction go definitely receive money
Should my cash withdrawal still be pending?,46,pending_cash_withdrawal,cash withdrawal still pende
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",46,pending_cash_withdrawal,hey try withdraw cash early say pende charge
There should be a cash withdrawal that I haven't seen yet.,46,pending_cash_withdrawal,cash withdrawal not see yet
Why is the app showing a still pending message on a withdraw that has already been done?,46,pending_cash_withdrawal,app show still pende message withdraw already do
Why is my cash withdrawal still pending?,46,pending_cash_withdrawal,cash withdrawal still pende
"If my cash withdrawal is still not showing, is something wrong?",46,pending_cash_withdrawal,cash withdrawal still show something wrong
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46,pending_cash_withdrawal,notice online statement atm withdrawal make early still pende accurate
I made a cash withdrawal at an ATM but it still says pending in my account.,46,pending_cash_withdrawal,make cash withdrawal atm still say pende account
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,46,pending_cash_withdrawal,try get cash atm city centre early machine decline card see still show pende account please cancel immediately definitely receive money
Why hasn't my withdrawal shown on my statement?,46,pending_cash_withdrawal,not withdrawal show statement
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46,pending_cash_withdrawal,withdraw cash atm show account pending transation
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,46,pending_cash_withdrawal,make cash withdrawal early showing pende mean
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,46,pending_cash_withdrawal,try withdraw cash atm city center card decline transaction still show pende please cancel
How long does it take for a cash withdrawal to show?,46,pending_cash_withdrawal,long take cash withdrawal show
"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got.",46,pending_cash_withdrawal,try access money early machine seem work look transaction actually show still process find go not want charge money never get
Why is my cash withdrawal pending?,46,pending_cash_withdrawal,cash withdrawal pende
I withdrew cash but it still shows as pending?,46,pending_cash_withdrawal,withdraw cash still show pende
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working.  I didn't actually receive the money, but I just checked and it says that the transaction is still pending.  Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",46,pending_cash_withdrawal,hi early today try take money atm machine something not work not actually receive money check say transaction still pende tell go still charge withdrawal even though not end get money
I got some cash in the ATM but its still pending,46,pending_cash_withdrawal,get cash atm still pende
"So much time has gone by, the pending status shouldn't still be there shouldn't it?",46,pending_cash_withdrawal,much time go pende status not still not
Do you know when the withdrawal will show?,46,pending_cash_withdrawal,know withdrawal show
How long will my cash withdrawal take,46,pending_cash_withdrawal,long cash withdrawal take
Why do I still have a pending cash withdrawal?,46,pending_cash_withdrawal,still pende cash withdrawal
I have a withdrawal waiting to go through.,46,pending_cash_withdrawal,withdrawal wait go
How long does it take for a pending cash withdrawal?,46,pending_cash_withdrawal,long take pende cash withdrawal
I took out some cash from the ATM but it is still showing the transaction is pending.,46,pending_cash_withdrawal,take cash atm still show transaction pende
How are cash withdrawals pending?,46,pending_cash_withdrawal,cash withdrawal pende
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",46,pending_cash_withdrawal,go atm get cash app say withdrawal still pende possible already cash
My cash withdrawal isnt showing on my account,46,pending_cash_withdrawal,cash withdrawal not show account
What does pending mean on a cash withdrawal?,46,pending_cash_withdrawal,pende mean cash withdrawal
I'm expecting to see a cash withdrawal but I'm still waiting.,46,pending_cash_withdrawal,expect see cash withdrawal still wait
"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",46,pending_cash_withdrawal,early go atm get cash check app state withdrawal pende cash
How long does it take for cash withdrawals to hit my account?,46,pending_cash_withdrawal,long take cash withdrawal hit account
Can you explain to me why a cash withdrawal shows up as pending?,46,pending_cash_withdrawal,explain cash withdrawal show pende
The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,46,pending_cash_withdrawal,machine not work early go get money account say transaction progresswhy
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46,pending_cash_withdrawal,get cash atm early show pende app still pende already receive cash
I made a deposit in the ATM and it has not cleared,46,pending_cash_withdrawal,make deposit atm clear
withdrawal pending meaning?,46,pending_cash_withdrawal,withdrawal pende meaning
What does it mean to have a pending cash withdrawal?,46,pending_cash_withdrawal,mean pende cash withdrawal
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,46,pending_cash_withdrawal,try get money machine work transaction still seem progress please check go oni not want charge money receive
"My account says there are pending funds right now from withdrawing from an ATM, but my card was declined and I never took out any money. When will that money be deposited back into my account?",46,pending_cash_withdrawal,account say pende fund right withdraw atm card decline never take money money deposit back account
How long before I can see that my cash withdrawal has taken place?,46,pending_cash_withdrawal,long see cash withdrawal take place
"My cash withdrawal shows pending, why?",46,pending_cash_withdrawal,cash withdrawal show pende
My account says I have money but I withdrew it in cash.,46,pending_cash_withdrawal,account say money withdraw cash
How do I get my cash withdrawal to show?,46,pending_cash_withdrawal,get cash withdrawal show
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,46,pending_cash_withdrawal,not receive money early say transaction still progress fix
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",46,pending_cash_withdrawal,hello transaction account list pende try use atm city centre machine decline card receive money transaction still pende receive money
How long does it typically take for a pending ATM withdrawal to clear?,46,pending_cash_withdrawal,long typically take pende atm withdrawal clear
My cash withdrawal shows as pending still.,46,pending_cash_withdrawal,cash withdrawal show pende still
i withdrew cash and dont see it reflected on the balance,46,pending_cash_withdrawal,withdraw cash not see reflect balance
When will my cash withdrawal show/,46,pending_cash_withdrawal,cash withdrawal show
"Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me?",46,pending_cash_withdrawal,hello trouble card not understand happen try use atm machine early not work seem like transaction still progress cancel
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,46,pending_cash_withdrawal,look account notice charge appear still progress attempt get money machine early machine seem break never receive money please look not want charge money never actually receive
What is a pending cash withdrawal?,46,pending_cash_withdrawal,pende cash withdrawal
When will a cash withdrawal show up?,46,pending_cash_withdrawal,cash withdrawal show
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",46,pending_cash_withdrawal,hi try withdraw money atm machine break say transaction still progress double check see happen not want charge since able withdraw money
My ATM withdrawal is taking forever,46,pending_cash_withdrawal,atm withdrawal take forever
What does it mean when a cash withdrawal is pending?,46,pending_cash_withdrawal,mean cash withdrawal pende
how long will my cash withdrawal be pending for?,46,pending_cash_withdrawal,long cash withdrawal pende
Why is my withdrawl to cash still pending?,46,pending_cash_withdrawal,withdrawl cash still pende
Why is the pending status on my cash withdrawal taking so long?,46,pending_cash_withdrawal,pende status cash withdrawal take long
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,46,pending_cash_withdrawal,pending transaction account try get money atm early work fix
The cash I got at the ATM is still in my account.,46,pending_cash_withdrawal,cash get atm still account
How long will it take for my cash withdrawal to stop pending,46,pending_cash_withdrawal,long take cash withdrawal stop pende
I'm concerned because my cash withdrawal is pending.,46,pending_cash_withdrawal,concerned cash withdrawal pende
What is the reason my cash withdrawal is still pending?,46,pending_cash_withdrawal,reason cash withdrawal still pende
How long will it take for my cash withdrawal to no longer show as pending?,46,pending_cash_withdrawal,long take cash withdrawal long show pende
How long until I see a cash withdrawal?,46,pending_cash_withdrawal,long see cash withdrawal
my cash out is still pending,46,pending_cash_withdrawal,cash still pende
Why does it still charge me even though I was unable to withdraw money from the ATM?,46,pending_cash_withdrawal,still charge even though unable withdraw money atm
What does it mean if my cash withdrawal is pending?,46,pending_cash_withdrawal,mean cash withdrawal pende
Why is a transaction still pending?,46,pending_cash_withdrawal,transaction still pende
I am not seeing recent cash withdrawal on my account.,46,pending_cash_withdrawal,see recent cash withdrawal account
What does a pending cash withdrawal mean?,46,pending_cash_withdrawal,pende cash withdrawal mean
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",46,pending_cash_withdrawal,try get withdrawl machine not work transaction still seem progressseem like something wrongi not want charge transaction make
How long will a cash withdrawal be pending?,46,pending_cash_withdrawal,long cash withdrawal pende
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",46,pending_cash_withdrawal,already complete cash withdrawal atm normal show pende transaction app
Why does a cash withdrawal show as pending?,46,pending_cash_withdrawal,cash withdrawal show pende
Why would a cash withdrawal still be pending?,46,pending_cash_withdrawal,would cash withdrawal still pende
Explain pending transactions.,46,pending_cash_withdrawal,explain pende transaction
How is my ATM deposit not available yet?,46,pending_cash_withdrawal,atm deposit available yet
"My cash withdrawal is showing as pending, why?",46,pending_cash_withdrawal,cash withdrawal show pende
"I withdrew some cash, when is it going to show?",46,pending_cash_withdrawal,withdraw cash go show
Can you let me know why my cash withdrawal is still pending?,46,pending_cash_withdrawal,let know cash withdrawal still pende
I made a cash withdrawal and it is still listed as a pending transaction.,46,pending_cash_withdrawal,make cash withdrawal still list pende transaction
"my cash withdrawal is pending, why?",46,pending_cash_withdrawal,cash withdrawal pende
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",46,pending_cash_withdrawal,hae transaction progress despite fact atm work avoid charge
"I've been waiting for 3 days, why is my withdrawal still pending?",46,pending_cash_withdrawal,wait day withdrawal still pende
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46,pending_cash_withdrawal,remove cash atm early show pende app still pende already receive cash
How long will my ATM withdrawal be pending?,46,pending_cash_withdrawal,long atm withdrawal pende
Is there any reason my cash withdrawal still shows as pending?,46,pending_cash_withdrawal,reason cash withdrawal still show pende
Its been several days and my cash withdrawal is still pending. Why?,46,pending_cash_withdrawal,several day cash withdrawal still pende
My account says a withdrawal is pending - why can't I take cash out of the ATM?,46,pending_cash_withdrawal,account say withdrawal pende can not take cash atm
"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",46,pending_cash_withdrawal,try take money atm early today decline look screen still see pending amount not actually get money not want process account
"My cash withdrawal says pending, why?",46,pending_cash_withdrawal,cash withdrawal say pende
Why is my cash still pending that I put in ATM?,46,pending_cash_withdrawal,cash still pende put atm
In my account I noticed my ATM withdrawal is still pending,46,pending_cash_withdrawal,account notice atm withdrawal still pende
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,46,pending_cash_withdrawal,please cancel late atm charge card card decline early today receive cash
"My withdrawal is pending, why?",46,pending_cash_withdrawal,withdrawal pende
Why does my account show as pending a cash withdrawal from the ATM that I have already made?,46,pending_cash_withdrawal,account show pende cash withdrawal atm already make
"I have a cash withdrawal that says it's pending, why?",46,pending_cash_withdrawal,cash withdrawal say pende
I took out money from the ATM and it's still showing as pending?,46,pending_cash_withdrawal,take money atm still show pende
Why would a cash withdrawal be pending?,46,pending_cash_withdrawal,would cash withdrawal pende
Why is the cash transaction still showing as not completed?,46,pending_cash_withdrawal,cash transaction still show complete
Why is my withdrawal from the ATM still showing as pending?,46,pending_cash_withdrawal,withdrawal atm still show pende
The cash I deposited using the ATM is still pending,46,pending_cash_withdrawal,cash deposit use atm still pende
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",46,pending_cash_withdrawal,try withdraw money unable still say transaction pende money disappear
There is a withdrawal waiting.,46,pending_cash_withdrawal,withdrawal waiting
Can you please tell me why my cash withdrawal is still pending?,46,pending_cash_withdrawal,please tell cash withdrawal still pende
My atm withdraw is stillpending,46,pending_cash_withdrawal,atm withdraw stillpende
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",46,pending_cash_withdrawal,withdraw cash atm early show pende app still pende receive cash already
"Hello, I tried to take some cash out of the ATM but I looked at my statement and it still shows that it's pending. Is the machine broken? Will I receive my money back or will I be charged for this?",46,pending_cash_withdrawal,hello try take cash atm look statement still show pende machine break receive money back charge
I made a cash withdraw and it shows up as pending why is that?,46,pending_cash_withdrawal,make cash withdraw show pende
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,46,pending_cash_withdrawal,last atm request go due declined card please cancel request account
What should I do if I see a withdrawal is pending?,46,pending_cash_withdrawal,see withdrawal pende
My balance is not what I thought it was following an ATM withdrawal,46,pending_cash_withdrawal,balance think follow atm withdrawal
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",46,pending_cash_withdrawal,tempt get money machine early worklooke transaction actually show still progress would certainly appreciate someone look let know go definitely want charge money never receive
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",46,pending_cash_withdrawal,hello try take money atm still show pende really not want charge
how long until a cash withdrawal will show on my account,46,pending_cash_withdrawal,long cash withdrawal show account
When will the cash that I put in the ATM be cleared from pending status?,46,pending_cash_withdrawal,cash put atm clear pende status
"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",46,pending_cash_withdrawal,card decline receive money atm early yet show account pende
I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,46,pending_cash_withdrawal,pull cash atm early still pende already cash
my cash withdrawal has not come out of my account yet.,46,pending_cash_withdrawal,cash withdrawal come account yet
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",46,pending_cash_withdrawal,need cash today use another provider atm attempt withdraw decline check still show account amount pende not take money decline not want process withdrawal
Why has my deposit in the ATM not cleared yet?,46,pending_cash_withdrawal,deposit atm clear yet
why isnt my cash withdrawal showing,46,pending_cash_withdrawal,not cash withdrawal show
How many different currencies can I hold money in?,36,fiat_currency_support,many different currency hold money
Do you allow currency exchanges?,36,fiat_currency_support,allow currency exchange
How many currencies can I have money in in my account?,36,fiat_currency_support,many currency money account
Is the EUR accepted for exchanges?,36,fiat_currency_support,eur accept exchange
Is it okay to hold money in multiple currencies?,36,fiat_currency_support,okay hold money multiple currency
Can I have money in more than one currency in my account?,36,fiat_currency_support,money one currency account
What currencies can I have?,36,fiat_currency_support,currency
What currencies can my account be in?,36,fiat_currency_support,currency account
How many currencies can I have?,36,fiat_currency_support,many currency
Are EUR exchanges allowed?,36,fiat_currency_support,eur exchange allow
I want to have multiple currencies in my account if possible.,36,fiat_currency_support,want multiple currency account possible
Do you convert to Euro?,36,fiat_currency_support,convert euro
What fiat currencies can I use for holding and exchanging?,36,fiat_currency_support,fiat currency use hold exchange
Can exchanged be made to EUR?,36,fiat_currency_support,exchange make eur
I need to know what flat currencies you support for holding and exchange.,36,fiat_currency_support,need know flat currency support holding exchange
Do you support other currencies?,36,fiat_currency_support,support currency
Can you convert to EUR?,36,fiat_currency_support,convert eur
What are the fiat currencies used?,36,fiat_currency_support,fiat currency use
"What currencies can I not hold many in, if so what are they?",36,fiat_currency_support,currency hold many
How many different currencies can I have my money in?,36,fiat_currency_support,many different currency money
Which fiat currencies are supported by you?,36,fiat_currency_support,fiat currency support
What currencies do you offer?,36,fiat_currency_support,currency offer
Are there any fiat currencies that you will not work with?,36,fiat_currency_support,fiat currency work
I wondered if multiple currencies is okay?,36,fiat_currency_support,wonder multiple currency okay
Are all fiat currencies supported?,36,fiat_currency_support,fiat currency support
Can you tell me the names of the fiat currencies that I can use at your institution?,36,fiat_currency_support,tell name fiat currency use institution
Can I change or hold different currency?,36,fiat_currency_support,change hold different currency
Which flat currencies are supported for holding and exchange?,36,fiat_currency_support,flat currency support holding exchange
What other fiat currencies can I use?,36,fiat_currency_support,fiat currency use
What fiat currencies do you allow exchange with?,36,fiat_currency_support,fiat currency allow exchange
Are all European currencies available for holding and exchange?,36,fiat_currency_support,european currency available holding exchange
Can you tell me how many currencies I can hold?,36,fiat_currency_support,tell many currency hold
What types of foreign money can be used with this service.?,36,fiat_currency_support,type foreign money use service
Am I allowed to hold money in multiple currencies?,36,fiat_currency_support,allow hold money multiple currency
What fiat currencies do you support?,36,fiat_currency_support,fiat currency support
"I need to hold money, what currencies can I use?",36,fiat_currency_support,need hold money currency use
Can you do exchanges of EUR?,36,fiat_currency_support,exchange eur
What are all the fiat currencies that are supported for both exchange and holding?,36,fiat_currency_support,fiat currency support exchange hold
What currencies can I hold?,36,fiat_currency_support,currency hold
what currencies do you accept?,36,fiat_currency_support,currency accept
Are there limitations to what currency I can hold?,36,fiat_currency_support,limitation currency hold
What types of fiduciary currencies are supported for tenure and exchange?,36,fiat_currency_support,type fiduciary currency support tenure exchange
Can I hold more than one currency?,36,fiat_currency_support,hold one currency
What fiat currencies are used with holdings and exchanges?,36,fiat_currency_support,fiat currency use holding exchange
Is it possible to hold money in multiple currencies?,36,fiat_currency_support,possible hold money multiple currency
Can I have multiple currencies in my account?,36,fiat_currency_support,multiple currency account
I need to know which fiat currencies I can use with you.,36,fiat_currency_support,need know fiat currency use
How can I solve my issue with holding multiple currencies?,36,fiat_currency_support,solve issue hold multiple currency
What currencies do you support?,36,fiat_currency_support,currency support
Do you support fiat currencies?,36,fiat_currency_support,support fiat currency
Can my account have different types of currency in it.,36,fiat_currency_support,account different type currency
What kind of money can I hold?,36,fiat_currency_support,kind money hold
Will you be able to exchange to EUR?,36,fiat_currency_support,able exchange eur
Is my country's currency supported by your system?,36,fiat_currency_support,countrys currency support system
What flat currencies do you support for holding and exchange?,36,fiat_currency_support,flat currency support holding exchange
What kind of fiat currencies are supported for holding and exchange?,36,fiat_currency_support,kind fiat currency support holding exchange
Can you make exchanges with the EUR?,36,fiat_currency_support,make exchange eur
Is EUR one of the currencies you deal with?,36,fiat_currency_support,eur one currency deal
Are EUR exchanges acceptable?,36,fiat_currency_support,eur exchange acceptable
What currencies can I exchange?,36,fiat_currency_support,currency exchange
What fiduciary currencies are supported for tenure and exchange?,36,fiat_currency_support,fiduciary currency support tenure exchange
Will you be adding more currencies in the future?,36,fiat_currency_support,add currency future
How can I hold and exchange fiat currencies?,36,fiat_currency_support,hold exchange fiat currency
What currencies are available for my use in holding and exchange?,36,fiat_currency_support,currency available use holding exchange
I would like for someone to tell me which fiat currencies that your company supports.,36,fiat_currency_support,would like someone tell fiat currency company support
Which currencies are allowed?,36,fiat_currency_support,currency allow
"I'm interested in using fiat currencies, which do you support?",36,fiat_currency_support,interested use fiat currency support
How do I go forth on holding money in multiple currencies?,36,fiat_currency_support,go forth hold money multiple currency
Which currencies will you exchange?,36,fiat_currency_support,currency exchange
I need a list of currencies you accept for exchange.,36,fiat_currency_support,need list currency accept exchange
What type of fiat currencies do you support?,36,fiat_currency_support,type fiat currency support
What currencies are supported?,36,fiat_currency_support,currency support
Please tell me which fiat currencies you support.,36,fiat_currency_support,please tell fiat currency support
Do you offer services that hold money in different types of currency?,36,fiat_currency_support,offer service hold money different type currency
What currency is supported for exchanges and holding?,36,fiat_currency_support,currency support exchange hold
What fiat money can I used in the exchange and holding?,36,fiat_currency_support,fiat money use exchange hold
What fiat currencies are used for exchange?,36,fiat_currency_support,fiat currency use exchange
Do you provide currency exchange to Euros?,36,fiat_currency_support,provide currency exchange euros
What country's money can I hold currency in?,36,fiat_currency_support,country money hold currency
What other currencies can I hang onto?,36,fiat_currency_support,currency hang onto
"I'm interested in holding and exchange for flat currencies, what do you support?",36,fiat_currency_support,interested holding exchange flat currency support
Do you have a problem with EUR exchanges?,36,fiat_currency_support,problem eur exchange
Can I exchange currency to Europe?,36,fiat_currency_support,exchange currency europe
What are eligible holding and exchange currencies?,36,fiat_currency_support,eligible holding exchange currency
"In the exchange and holding, what fiat is allowed?",36,fiat_currency_support,exchange hold fiat allow
How can I exchange to EUR?,36,fiat_currency_support,exchange eur
Do you allow exchanges of EUR?,36,fiat_currency_support,allow exchange eur
